date,temperature
2017-01-01,7.327972027972027
2017-01-02,6.300692041522467
2017-01-03,6.517524115755603
2017-01-04,8.9952380952381
2017-01-05,0.9116945107398566
2017-01-06,0.4178794178794186
2017-01-07,-4.652823315118389
2017-01-08,-8.063247863247856
2017-01-09,-8.951068376068374
2017-01-10,-3.625427350427351
2017-01-11,6.78067940552017
2017-01-12,14.222689075630251
2017-01-13,13.597840172786189
2017-01-14,3.5078014184397124
2017-01-15,4.146728971962615
2017-01-16,5.229898989898982
2017-01-17,7.0645051194539255
2017-01-18,11.277704918032809
2017-01-19,6.123206751054855
2017-01-20,5.570647773279355
2017-01-21,9.260755336617391
2017-01-22,9.460163934426236
2017-01-23,8.091441441441448
2017-01-24,5.677877697841725
2017-01-25,8.910924369747903
2017-01-26,11.2167714884696
2017-01-27,5.040645161290321
2017-01-28,3.51474358974359
2017-01-29,2.6910256410256417
2017-01-30,1.3545620437956218
2017-01-31,2.6376068376068362
2017-02-01,6.781914893617018
2017-02-02,6.780128205128207
2017-02-03,2.471855010660982
2017-02-04,-0.5635394456289979
2017-02-05,4.190811965811966
2017-02-06,6.120342612419698
2017-02-07,15.219624217119
2017-02-08,18.242372881355926
2017-02-09,5.562778730703253
2017-02-10,-1.978217821782184
2017-02-11,6.379003558718859
2017-02-12,10.35102040816328
2017-02-13,7.776419965576594
2017-02-14,2.247285464098074
2017-02-15,5.02444852941176
2017-02-16,2.749203187250996
2017-02-17,1.852235772357722
2017-02-18,7.793699186991868
2017-02-19,16.21164658634538
2017-02-20,11.787804878048778
2017-02-21,8.52778904665314
2017-02-22,10.905679513184593
2017-02-23,16.34746093749998
2017-02-24,17.32270916334661
2017-02-25,17.885607476635524
2017-02-26,6.482926829268293
2017-02-27,4.560772357723574
2017-02-28,12.1830985915493
2017-03-01,16.137649063032388
2017-03-02,11.6311377245509
2017-03-03,3.260727969348658
2017-03-04,0.7130000000000002
2017-03-05,0.0997967479674792
2017-03-06,3.7967806841046277
2017-03-07,13.090140845070417
2017-03-08,15.067362428842504
2017-03-09,15.298991935483867
2017-03-10,7.809444444444442
2017-03-11,1.2843373493975903
2017-03-12,0.8953252032520335
2017-03-13,0.7102362204724408
2017-03-14,1.3192468619246862
2017-03-15,-2.1073022312373206
2017-03-16,0.8206477732793513
2017-03-17,2.6760479041916168
2017-03-18,7.723608445297508
2017-03-19,6.585494880546077
2017-03-20,6.7144308943089355
2017-03-21,11.203420523138835
2017-03-22,9.07580645161291
2017-03-23,3.025406504065041
2017-03-24,6.843599999999997
2017-03-25,19.307662082514735
2017-03-26,13.046476190476186
2017-03-27,13.304058441558446
2017-03-28,18.626033057851256
2017-03-29,16.38096153846153
2017-03-30,10.549087221095332
2017-03-31,9.360505529225911
2017-04-01,11.523679417122045
2017-04-02,11.451016260162591
2017-04-03,12.462449799196781
2017-04-04,19.149200710479587
2017-04-05,17.74314516129031
2017-04-06,15.518552036199091
2017-04-07,9.444016227180523
2017-04-08,9.471031746031747
2017-04-09,11.82219959266802
2017-04-10,16.99939271255062
2017-04-11,22.18455445544556
2017-04-12,20.781249999999982
2017-04-13,17.001428571428576
2017-04-14,15.57073170731708
2017-04-15,17.495825049701793
2017-04-16,23.82480000000001
2017-04-17,19.68023483365951
2017-04-18,16.601626016260166
2017-04-19,13.257361376673039
2017-04-20,18.76608527131784
2017-04-21,20.81833616298814
2017-04-22,15.708682170542664
2017-04-23,11.553254437869818
2017-04-24,11.554730983302434
2017-04-25,13.462101910828046
2017-04-26,17.24173764906304
2017-04-27,19.463345195729563
2017-04-28,23.136542239685653
2017-04-29,25.07584033613451
2017-04-30,25.394805194805233
2017-05-01,24.241791044776168
2017-05-02,21.98555347091934
2017-05-03,15.776458752515092
2017-05-04,13.477016129032254
2017-05-05,18.364341085271317
2017-05-06,14.61902268760907
2017-05-07,11.783098591549297
2017-05-08,11.949098196392786
2017-05-09,11.431020408163263
2017-05-10,14.093902439024381
2017-05-11,13.955384615384633
2017-05-12,11.680809859154936
2017-05-13,11.767521367521361
2017-05-14,15.046593001841622
2017-05-15,18.869354838709675
2017-05-16,17.565843621399168
2017-05-17,22.823175965665243
2017-05-18,26.589384288747343
2017-05-19,24.86098484848485
2017-05-20,20.954285714285735
2017-05-21,17.266530612244907
2017-05-22,17.52827938671211
2017-05-23,17.71632270168856
2017-05-24,15.847508305647862
2017-05-25,16.83438395415476
2017-05-26,18.630095238095212
2017-05-27,18.88609406952966
2017-05-28,19.27129277566541
2017-05-29,21.46285240464348
2017-05-30,20.530550621669644
2017-05-31,20.190579710144934
2017-06-01,20.182931354359926
2017-06-02,20.56532769556026
2017-06-03,20.226906779661007
2017-06-04,21.113191489361697
2017-06-05,22.623715415019767
2017-06-06,20.362522522522493
2017-06-07,17.14717741935485
2017-06-08,17.21204081632654
2017-06-09,19.211158798283268
2017-06-10,21.902620087336235
2017-06-11,25.4385438972163
2017-06-12,26.57526652452027
2017-06-13,26.675949367088595
2017-06-14,26.656681034482773
2017-06-15,24.451362683438134
2017-06-16,24.00457256461233
2017-06-17,24.70556586270871
2017-06-18,26.833861386138633
2017-06-19,26.347162426614478
2017-06-20,24.329423459244513
2017-06-21,25.34637964774951
2017-06-22,26.808350305498983
2017-06-23,26.269328493647922
2017-06-24,27.837918215613396
2017-06-25,24.003944773175515
2017-06-26,21.55988142292493
2017-06-27,21.43235867446395
2017-06-28,20.042399999999997
2017-06-29,23.171342685370764
2017-06-30,26.81867469879522
