date,temperature
2019-01-01,13.037562604340577
2019-01-02,6.097678916827848
2019-01-03,7.4021194605009555
2019-01-04,3.8104240282685526
2019-01-05,8.343328100470957
2019-01-06,7.2189922480620154
2019-01-07,3.2224806201550393
2019-01-08,7.3191449814126415
2019-01-09,8.024765478424008
2019-01-10,0.36698656429942417
2019-01-11,-0.991472868217055
2019-01-12,-1.2213114754098364
2019-01-13,-1.1420224719101182
2019-01-14,-1.1100854700854694
2019-01-15,-3.5249557522123918
2019-01-16,-2.374862385321104
2019-01-17,0.15520446096654258
2019-01-18,1.2533232628398794
2019-01-19,2.1357615894039768
2019-01-20,3.382923299565839
2019-01-21,-6.915339805825238
2019-01-22,-6.456395348837205
2019-01-23,3.173175182481748
2019-01-24,10.210973724884083
2019-01-25,1.2156673114119927
2019-01-26,-1.725531914893617
2019-01-27,0.4460194174757283
2019-01-28,2.010465116279071
2019-01-29,0.3088996763754041
2019-01-30,-3.2245353159851278
2019-01-31,-9.392829457364344
2019-02-01,-6.235166666666656
2019-02-02,-2.6889748549323027
2019-02-03,2.8147859922179
2019-02-04,5.618410852713178
2019-02-05,9.497490347490341
2019-02-06,11.143557168784032
2019-02-07,10.0675806451613
2019-02-08,10.44983766233767
2019-02-09,1.234174757281553
2019-02-10,-2.184271844660192
2019-02-11,1.3371134020618556
2019-02-12,2.2398203592814383
2019-02-13,4.997983193277312
2019-02-14,3.672373540856032
2019-02-15,12.030426356589153
2019-02-16,7.538953488372089
2019-02-17,0.8835564053537284
2019-02-18,4.9779863481228634
2019-02-19,2.5513565891472836
2019-02-20,0.23897158322056786
2019-02-21,3.4466666666666668
2019-02-22,6.976806083650189
2019-02-23,4.14072790294628
2019-02-24,6.183227848101263
2019-02-25,8.147388781431333
2019-02-26,4.6248062015503875
2019-02-27,2.7406909788867577
2019-02-28,5.361904761904757
2019-03-01,2.192359932088285
2019-03-02,3.412845528455284
2019-03-03,4.877561837455827
2019-03-04,2.813344887348354
2019-03-05,0.10405405405405438
2019-03-06,-1.8387832699619762
2019-03-07,-1.0581261950286789
2019-03-08,1.1405405405405429
2019-03-09,2.1795332136445245
2019-03-10,6.984444444444441
2019-03-11,12.342500000000012
2019-03-12,8.039691714836223
2019-03-13,5.391224489795916
2019-03-14,13.790661478599228
2019-03-15,20.147128712871297
2019-03-16,12.065057915057928
2019-03-17,5.705609284332685
2019-03-18,5.441392649903293
2019-03-19,3.51826923076923
2019-03-20,4.573837209302326
2019-03-21,7.017814371257487
2019-03-22,7.991608391608391
2019-03-23,7.2015238095238026
2019-03-24,7.53003875968992
2019-03-25,11.903441682600379
2019-03-26,7.439233576642331
2019-03-27,4.363759689922479
2019-03-28,7.556614785992218
2019-03-29,14.933921568627445
2019-03-30,15.852641878669278
2019-03-31,15.557035647279552
2019-04-01,4.684007707129095
2019-04-02,3.6232692307692274
2019-04-03,8.698625429553264
2019-04-04,12.459338521400769
2019-04-05,9.777436823104697
2019-04-06,11.217500000000001
2019-04-07,15.333718689788052
2019-04-08,20.361397058823535
2019-04-09,19.018228279386733
2019-04-10,16.88077669902913
2019-04-11,12.677864077669907
2019-04-12,14.70642504118615
2019-04-13,18.88147540983608
2019-04-14,19.30362694300518
2019-04-15,17.1278118609407
2019-04-16,11.321568627450983
2019-04-17,17.431967213114767
2019-04-18,17.241923076923076
2019-04-19,21.54521276595747
2019-04-20,19.389310344827603
2019-04-21,14.527342256214146
2019-04-22,16.30582524271846
2019-04-23,17.367404426559364
2019-04-24,20.482376237623754
2019-04-25,17.673938223938226
2019-04-26,17.811754385964914
2019-04-27,16.13875236294896
2019-04-28,16.366539196940735
2019-04-29,11.249709864603487
2019-04-30,18.051851851851854
2019-05-01,18.81709090909092
2019-05-02,20.26196721311476
2019-05-03,21.283252032520313
2019-05-04,21.141815235008114
