date,temperature
2021-01-01,3.4391003460207523
2021-01-02,5.999494097807755
2021-01-03,4.962836624775587
2021-01-04,2.6999999999999993
2021-01-05,4.163963963963964
2021-01-06,4.6060428849902495
2021-01-07,2.7738703339882123
2021-01-08,1.3873747494989983
2021-01-09,2.589452332657201
2021-01-10,4.228404669260704
2021-01-11,-0.3211462450592884
2021-01-12,1.0920997920997917
2021-01-13,1.6679012345679023
2021-01-14,2.467261904761906
2021-01-15,3.682504970178927
2021-01-16,4.200899280575531
2021-01-17,2.901422764227642
2021-01-18,2.942181069958847
2021-01-19,4.030255402750489
2021-01-20,3.7721999999999976
2021-01-21,2.5451025056947616
2021-01-22,5.253254437869819
2021-01-23,0.1273437500000003
2021-01-24,-1.569607843137254
2021-01-25,2.3184261036468308
2021-01-26,1.1972350230414734
2021-01-27,4.161493123772098
2021-01-28,1.0286885245901647
2021-01-29,-2.053463203463203
2021-01-30,-2.570781893004115
2021-01-31,-0.5100166944908169
2021-02-01,-0.6639610389610396
2021-02-02,1.1711075441412524
2021-02-03,2.652892561983471
2021-02-04,2.527083333333335
2021-02-05,7.740412371134021
2021-02-06,5.016170212765958
2021-02-07,3.2503460207612407
2021-02-08,-0.7697999999999995
2021-02-09,2.450816326530613
2021-02-10,2.5935550935550933
2021-02-11,1.35939177101968
2021-02-12,-0.6767590618336887
2021-02-13,-1.0291814946619222
2021-02-14,-0.36259124087591327
2021-02-15,2.3202312138728356
2021-02-16,3.4681742043551074
2021-02-17,-1.0545454545454553
2021-02-18,-1.696296296296299
2021-02-19,-0.024489795918367783
2021-02-20,-0.7167095115681235
2021-02-21,-2.067721518987344
2021-02-22,0.8551056338028169
2021-02-23,4.6619744058500885
2021-02-24,7.380923694779116
2021-02-25,10.961914460285126
2021-02-26,4.684344422700591
2021-02-27,5.1010186757215585
2021-02-28,7.5770794824399355
2021-03-01,8.655038759689937
2021-03-02,4.288000000000002
2021-03-03,4.666734279918865
2021-03-04,6.795901639344257
2021-03-05,2.3093625498007957
2021-03-06,3.095266272189348
2021-03-07,1.5878192534381126
2021-03-08,2.7174757281553403
2021-03-09,8.527165354330705
2021-03-10,11.802296450939465
2021-03-11,16.836250000000003
2021-03-12,17.72785862785863
2021-03-13,12.842738589211605
2021-03-14,8.842299794661189
2021-03-15,6.121369294605807
2021-03-16,5.371619047619038
2021-03-17,6.892509363295886
2021-03-18,9.57307032590051
2021-03-19,7.845351043643266
2021-03-20,5.581800391389436
2021-03-21,6.623904382470118
2021-03-22,8.19502982107356
2021-03-23,11.150287907869489
2021-03-24,13.60673499267936
2021-03-25,14.674598540145997
2021-03-26,21.35090909090907
2021-03-27,15.608764940239048
2021-03-28,15.984310344827602
2021-03-29,11.36431818181819
2021-03-30,10.851619433198382
2021-03-31,15.886084142394855
2021-04-01,9.29330143540669
2021-04-02,3.0981854838709677
2021-04-03,4.5440313111545985
2021-04-04,12.082046332046326
2021-04-05,14.422044088176358
2021-04-06,16.247011952191244
2021-04-07,17.624509803921562
2021-04-08,17.724554455445553
2021-04-09,14.351718213058426
2021-04-10,16.190420168067234
2021-04-11,19.83469026548672
2021-04-12,16.361439114391146
2021-04-13,13.689225589225574
2021-04-14,12.930975143403451
2021-04-15,14.29322916666667
2021-04-16,10.116468253968257
2021-04-17,10.553438113948923
2021-04-18,12.126181102362205
2021-04-19,12.220696324951637
2021-04-20,14.12682445759369
2021-04-21,15.131013916500995
2021-04-22,6.5980430528375695
2021-04-23,9.146107784431127
2021-04-24,10.07655310621242
2021-04-25,12.622275641025634
2021-04-26,13.396047430830038
2021-04-27,16.723999999999993
2021-04-28,24.006425702811246
2021-04-29,24.01324786324786
2021-04-30,19.58046218487396
2021-05-01,12.6
