date,temperature
2020-01-01,4.736575875486386
2020-01-02,2.887814313346228
2020-01-03,10.032107023411386
2020-01-04,11.769565217391312
2020-01-05,6.165048543689318
2020-01-06,3.6945098039215685
2020-01-07,0.16371100164203584
2020-01-08,1.455090909090909
2020-01-09,-0.43701550387596827
2020-01-10,5.444866920152085
2020-01-11,14.7326171875
2020-01-12,18.534476843910817
2020-01-13,8.591081593927898
2020-01-14,7.051192368839428
2020-01-15,8.447113884555373
2020-01-16,10.457536764705878
2020-01-17,1.715145228215769
2020-01-18,-1.2773195876288639
2020-01-19,4.847916666666661
2020-01-20,-1.6969052224371366
2020-01-21,-2.1796477495107633
2020-01-22,-2.1359183673469406
2020-01-23,-1.5474103585657393
2020-01-24,4.6753846153846155
2020-01-25,9.41761904761905
2020-01-26,4.505212355212358
2020-01-27,4.234131736526943
2020-01-28,5.961886051080543
2020-01-29,4.7203921568627365
2020-01-30,0.3196881091617931
2020-01-31,1.6642023346303494
2020-02-01,2.819223659889094
2020-02-02,5.427656250000003
2020-02-03,9.965175097276255
2020-02-04,15.26311787072244
2020-02-05,10.067210144927541
2020-02-06,4.576954177897568
2020-02-07,10.021538461538452
2020-02-08,2.6785714285714284
2020-02-09,2.4639534883720926
2020-02-10,7.062075471698113
2020-02-11,10.870081967213133
2020-02-12,7.986259541984728
2020-02-13,8.719230769230766
2020-02-14,3.9234592445328045
2020-02-15,-2.473015873015872
2020-02-16,3.2617187500000013
2020-02-17,5.9581108829568725
2020-02-18,7.380790960451978
2020-02-19,9.465057915057917
2020-02-20,1.9023668639053248
2020-02-21,-0.23476482617586839
2020-02-22,0.8666666666666657
2020-02-23,3.806374501992034
2020-02-24,5.830155642023343
2020-02-25,9.504674457429058
2020-02-26,10.483551673944705
2020-02-27,6.526631393298054
2020-02-28,2.649295774647887
2020-02-29,1.3581573896353172
2020-03-01,1.705813953488372
2020-03-02,8.72895752895753
2020-03-03,11.77013888888891
2020-03-04,12.700946969696984
2020-03-05,9.24612403100774
2020-03-06,5.670097087378638
2020-03-07,6.998174442190671
2020-03-08,6.034174757281549
2020-03-09,13.29046692607004
2020-03-10,16.848565965583187
2020-03-11,13.238709677419367
2020-03-12,11.697845601436278
2020-03-13,15.279727427597956
2020-03-14,12.085971943887786
2020-03-15,6.4632520325203275
2020-03-16,5.195246800731254
2020-03-17,9.992734225621408
2020-03-18,10.951934826883912
2020-03-19,15.564042553191486
2020-03-20,21.784095427435393
2020-03-21,14.23643410852714
2020-03-22,8.11474747474747
2020-03-23,6.495567375886512
2020-03-24,8.253693693693695
2020-03-25,8.215053763440856
2020-03-26,8.71575342465753
2020-03-27,14.609652509652507
2020-03-28,13.77844036697247
2020-03-29,14.430794701986747
2020-03-30,16.14774624373956
2020-03-31,11.152285191956103
2020-04-01,7.778792822185963
2020-04-02,10.92092555331992
